,Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
87,A Well Maintained 3 Bedroom Apartment In A Secure Estate,"Xtadok Estateh, Ado, Ajah, Lagos","₦ 2,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ado/3285784-a-well-maintained-3-bedroom-apartment-in-a-secure-estate
88,Luxury 3 Bedroom Duplex Giveaway Offer,"Royal Garden Estate, Ajah, Lagos","₦ 11,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3306448-luxury-3-bedroom-duplex-giveaway-offer
89,3 Bedroom & Bq,"Ajah, Lagos","₦ 6,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
90,4-bedroom Detached Duplex,"Ikota, Lekki, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/ikota/3274244-4-bedroom-detached-duplex
91,Spacious One Bedroom Mini Flat Apartment Upstairs,"Thera Peace Estate, Sangotedo, Ajah, Lagos","₦ 2,300,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3305900-spacious-one-bedroom-mini-flat-apartment-upstairs
92,Sharp 1bedroom Upstairs,"Sangotedo, Ajah, Lagos","₦ 2,300,000 per annum",1 Bedroom,N/A,N/A,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3305847-sharp-1bedroom-upstairs
93,Beautiful And Spacious Studio Apartment,"First Unity Estate, Ajah, Lagos","₦ 2,000,000 per annum",1 Bathroom,1 Toilet,Save,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/3305789-beautiful-and-spacious-studio-apartment
94,Upstairs Room Self Contain In An Estate,"Ajah, Lagos","₦ 1,000,000 per annum",1 Bathroom,1 Toilet,2 Parking Spaces,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/3305782-upstairs-room-self-contain-in-an-estate
95,Fully Furnished 4 Bedroom Semi Detached Duplex,"Atlantic Estate, Ajah, Lagos","₦ 7,500,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3305776-fully-furnished-4-bedroom-semi-detached-duplex
96,Beautiful And Spacious 2 Bedroom Flat,"Mobil Road, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3305769-beautiful-and-spacious-2-bedroom-flat
97,Standard And Spacious 3 Bedroom Apartment,"Mobil Road, Ajah, Lagos","₦ 3,700,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3305753-standard-and-spacious-3-bedroom-apartment
98,Standard 5 Bedroom Fully Detached Duplex,"Mobil Road, Ajah, Lagos","₦ 12,000,000 per annum",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3305743-standard-5-bedroom-fully-detached-duplex
99,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 4,500,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3305739-4-bedroom-fully-detached-duplex
100,Spacious And Sharp 3 Bedroom Flat,"Mobil Road, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3305729-spacious-and-sharp-3-bedroom-flat
101,Standard And Sharp Miniflat,"First Unity Estate, Badore, Ajah, Lagos","₦ 1,600,000 per annum",1 Bedroom,2 Bathrooms,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/3305613-standard-and-sharp-miniflat
102,Sharp And Clean 3 Bedroom Apartment,"Greenville Estate, Badore, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3305561-sharp-and-clean-3-bedroom-apartment
103,Spacious And Standard 3 Bedroom Apartment,"Greenville Estate, Badore, Ajah, Lagos","₦ 2,800,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3305553-spacious-and-standard-3-bedroom-apartment
104,Beautiful And Standard 3 Bedroom Apartment,"Royal Palmwill Estate, Badore, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3305543-beautiful-and-standard-3-bedroom-apartment
105,Standard And Spacious 2 Bedroom Apartment,"Seaside Estate, Badore, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3305522-standard-and-spacious-2-bedroom-apartment
106,3 Bedroom Furnished Apartment,"Abijo G.r.a. 2, Abijo, Lekki, Lagos","₦ 150,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/abijo/3190883-3-bedroom-furnished-apartment
107,Luxury Fully Furnished 3 Bedroom Terrace Duplex Secured Estate,"Sangotedo, Ajah, Lagos","₦ 7,000,000 per annum",3 Bedrooms,N/A,N/A,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/3305250-luxury-fully-furnished-3-bedroom-terrace-duplex-secured-estate
108,Newly Built And Spacious 2 Bedroom Apartment (bungalow ),"Akilapa Busstop Oke Ira Nla, Oke Ira, Ajah, Lagos","₦ 2,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/oke-ira/3302627-newly-built-and-spacious-2-bedroom-apartment-bungalow
109,Sharp And Very Spacious Shop,"Ado Road, Ado, Ajah, Lagos","₦ 3,000,000 per annum",1 Bathroom,1 Toilet,2 Parking Spaces,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/ajah/ado/3304963-sharp-and-very-spacious-shop
110,Spacious And Sharp Shop (upstairs),"Ado Road, Ado, Ajah, Lagos","₦ 1,200,000 per annum",1 Bathroom,1 Toilet,2 Parking Spaces,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/ajah/ado/3304955-spacious-and-sharp-shop-upstairs
111,Luxurious 4 Bedroom Semi Detached Duplex With A Bq,"Thomas Estate, Ajah, Lagos","₦ 9,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/3304967-luxurious-4-bedroom-semi-detached-duplex-with-a-bq
112,Clean And Beautiful Self Contain,"Harmony Estate, Langbasa, Ajah, Lagos","₦ 800,000 per annum",1 Bedroom,1 Bathroom,1 Toilet,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3304843-clean-and-beautiful-self-contain
113,Brand New Serviced 3 Bedroom Terraced Duplex,"Ajah, Lekki, Lagos","₦ 5,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3304600-brand-new-serviced-3-bedroom-terraced-duplex
114,Super Neat 2 Bedroom Flat,"Destiny Homes, Ajah, Lagos","₦ 2,300,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3304547-super-neat-2-bedroom-flat
115,Spacious Luxury 2 Bedroom Flat With Excellent Features,"Oseni Street, Ogombo, Ajah, Lagos","₦ 1,800,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ogombo/3304407-spacious-luxury-2-bedroom-flat-with-excellent-features
116,A Standard 2 Bedroom Flat,"Before Novare Shoprite Ajah, Lekki Phase 2, Lekki, Lagos","₦ 3,400,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/lekki-phase-2/3304403-a-standard-2-bedroom-flat
117,Furnished 4 Bedroom Semi Detached Duplex Available,"Thomas Estate, Ajah, Lagos","₦ 11,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3304337-furnished-4-bedroom-semi-detached-duplex-available
118,Spacious Luxury 2 Bedroom Flat With Excellent Features,"Abijo, Lekki, Lagos","₦ 1,200,000 per annum",2 Bedrooms,2 Bathrooms,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/abijo/3304304-spacious-luxury-2-bedroom-flat-with-excellent-features
119,Fully Service Brand New Bq 24-hour Light No Kitchen,"Sangotedo, Ajah, Lagos","₦ 700,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/sangotedo/3304286-fully-service-brand-new-bq-24-hour-light-no-kitchen
120,4 Bedroom Duplex With Bq,"Scheme 2 Abraham Adesanya, Ogombo, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/ogombo/3304150-4-bedroom-duplex-with-bq
121,Luxury 3 Bedroom Terraced Duplex,"Metro Home Estate, Abraham Adesanya, Lekki Phase 2, Lekki, Lagos","₦ 5,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/3303999-luxury-3-bedroom-terraced-duplex
122,Newly Built And Spacious 2 Bedroom Apartment (bungalow),"Ado Road, Ajah, Lagos","₦ 2,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3303876-newly-built-and-spacious-2-bedroom-apartment-bungalow
123,Spacious 2 Bedroom Apartment,"Off Mobil Road, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3303675-spacious-2-bedroom-apartment
124,Partly Furnished Serviced 4bedroom Detached Duplex With Bq,"Lekki Scheme 2, Opposite Ojaja Mall Off Abraham Adesanya Road, Ajah,, Lekki Phase 2, Lekki, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-2/3294151-partly-furnished-serviced-4bedroom-detached-duplex-with-bq
125,Newly Build 3 Bedroom Apartments In A Secure Mini Estate,"Royal Palm Will Estate Badore Road, Lekki, Lagos","₦ 5,000,000 per annum",3 Bedrooms,N/A,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3301709-newly-build-3-bedroom-apartments-in-a-secure-mini-estate
126,Newly Build Spacious 2 Bedroom Flats,"Seaside Estate, Badore, Ajah, Lagos","₦ 3,500,000 per annum",2 Bedrooms,N/A,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3236096-newly-build-spacious-2-bedroom-flats
127,Exquisite 4 Bedroom Semi-detached Duplex,"Ajah, Lagos","₦ 7,000,000 per annum",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3303081-exquisite-4-bedroom-semi-detached-duplex
128,Exquisite 2 Bedroom Apartment,"Ajah, Lagos","₦ 3,000,000 per annum",2 Bedrooms,2 Bathrooms,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3303061-exquisite-2-bedroom-apartment
129,Luxurious 2 Bedroom Apartment With Office,"Ajah, Lagos","₦ 3,500,000 per annum",2 Bedrooms,2 Bathrooms,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3303049-luxurious-2-bedroom-apartment-with-office
130,Exquisite 3 Bedroom Terrace Duplex With Pool Gym,"Ajah, Lagos","₦ 6,000,000 per annum",3 Bedrooms,3 Bathrooms,3 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3303037-exquisite-3-bedroom-terrace-duplex-with-pool-gym
131,Fine Spacious 2 Bedroom,"Unity Estate, Badore, Ajah, Lagos","₦ 1,300,000 per annum",1 Bedroom,1 Bathroom,1 Toilet,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3302833-fine-spacious-2-bedroom
132,Brand New 3 Bedroom Apartment { Video},"Thomas Estate, Ajah, Lagos","₦ 3,800,000 per annum",3 Bedrooms,3 Bathrooms,3 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3302758-brand-new-3-bedroom-apartment-video
133,Brand New 2 Bedroom Apartment { Video},"Thomas Estate, Ajah, Lagos","₦ 3,200,000 per annum",2 Bedrooms,2 Bathrooms,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3302720-brand-new-2-bedroom-apartment-video
134,Lovely Mini Flat,"Sangotedo, Ajah, Lagos","₦ 2,200,000 per annum",1 Bedroom,N/A,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3302693-lovely-mini-flat
135,Brand New 2 Bedroom Flat,"Sangotedo, Ajah, Lagos","₦ 3,500,000 per annum",2 Bedrooms,N/A,N/A,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/sangotedo/3302657-brand-new-2-bedroom-flat
136,Luxury Sharp Mini Flat / Apartment,"Thera Peace Estate, Sangotedo, Ajah, Lagos","₦ 2,200,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3296874-luxury-sharp-mini-flat-apartment
137,An Executive Two  Bedroom Flat,"Thera Estate Besides Blenco Mall Sangotedo Ajah, Lekki, Lagos","₦ 3,500,000 per annum",2 Bedrooms,N/A,N/A,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/lekki/3301777-an-executive-two-bedroom-flat
138,2 Bedroom,"Ajah, Lagos","₦ 3,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3302340-2-bedroom
139,Newly Built 2 Bedroom Flat,"Ogombo, Ajah, Lagos","₦ 3,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3302236-newly-built-2-bedroom-flat
140,Fantastic 2 Plots With Structure On It For Long Lease.,"By Oribanwa Bus Stop, Oribanwa, Ibeju Lekki, Lagos","₦ 5,000,000 per annum",,N/A,N/A,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/lekki-ibeju/oribanwa/3301920-fantastic-2-plots-with-structure-on-it-for-long-lease
141,1 Bedroom Flat,"Ajah, Lagos","₦ 2,000,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3300730-1-bedroom-flat
142,Sharp 1 Bedroom,"Marshy Hill Estate Addo Road, Ado, Ajah, Lagos","₦ 1,800,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/ado/3296052-sharp-1-bedroom
143,5 Bedroom Semi Detached Duplex With Bq,"Off Abraham Adesanya Estate, Ajah, Lagos","₦ 12,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3301562-5-bedroom-semi-detached-duplex-with-bq
144,4-bedroom Detached Duplex,"By Pepperoni Eatery General Paint, Ajiwe, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/ajiwe/3297141-4-bedroom-detached-duplex
145,Lovely 4bedroom Terrace House In An Estate,"Off Mobil Road, Ilaje, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3238200-lovely-4bedroom-terrace-house-in-an-estate
146,Well Positioned And Strategic Warehouse Space For Production & Storage,"Badore, Ajah, Lagos","₦ 5,000,000 per annum",1 Toilet,N/A,2 Parking Spaces,Warehouse for rent,https://nigeriapropertycentre.com/for-rent/commercial/warehouses/lagos/ajah/badore/3301471-well-positioned-and-strategic-warehouse-space-for-production-storage
147,Fully Furnished Luxury 4 Bedroom Semi Detached Duplex + Bq,"Mobil Road, Ajah, Lagos","₦ 13,000,000 per annum",4 Bedrooms,N/A,N/A,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3280917-fully-furnished-luxury-4-bedroom-semi-detached-duplex-bq
148,Luxury 4 Bedroom Fully Detached Duplex  With Bq In A Secure Estate,"Ajah, Lagos","₦ 225,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3300927-luxury-4-bedroom-fully-detached-duplex-with-bq-in-a-secure-estate
149,Luxury 2 Bedroom Flat,"Badore, Ajah, Lagos","₦ 2,000,000 per annum",2 Bedrooms,N/A,2 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3300923-luxury-2-bedroom-flat
150,Spacious 4 Bedroom Detached Duplex,"Abraham Adesanya, Lekki Phase 2, Lekki, Lagos","₦ 10,000,000 per annum",4 Bedrooms,N/A,N/A,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/lekki/lekki-phase-2/3300866-spacious-4-bedroom-detached-duplex
151,Luxury Spacious 4 Bedroom Duplex,"Diamond Estate Monastery Road By Shoprite, Sangotedo, Ajah, Lagos","₦ 5,500,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/3295955-luxury-spacious-4-bedroom-duplex
152,1 Bedroom Apartment,"Kekere, Ado, Ajah, Lagos","₦ 1,200,000 per annum",1 Bathroom,1 Toilet,Save,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/ado/3300540-1-bedroom-apartment
153,Beautiful 1 Bedroom Self Contain,"Kekere, Ado, Ajah, Lagos","₦ 1,200,000 per annum",1 Bathroom,1 Toilet,Save,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/ado/3300521-beautiful-1-bedroom-self-contain
